Number	StepOneRunFileName	LongName	PCRSampleName	sampleType	sampleType2	Instrument	Target Name	Ct	Tm1	Tm2	Tm3	VolumeSampled_ml	LysisVolume_ul	PurificationVolume_ul	ElutionVolume_ul	qPCRDilution	qPCRTemplate_ul	UnivStd_cpRXN	UniivStd_cpSeawater	UnivStd_AveCPSW	UnivStd_SDcpSW	LODLOQ_cpRXN	LODLOQ_cpMLSW	LatitudeStart	LongitudeStart
210	20220128_Surveyor2021_SFtoHI_Transit_SC31-SC20_16S-background.eds	Surveyor2021_SFtoHI_SC31_A8_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC31 1:50	field		esp	16S	16.63418388	85.98516846			2000	700	400	100	0.02	2	9.20E+04	2.00E+05	2.10E+05	4.60E+03	9.20E+04	2.00E+05	28.7944544	-136.3691008
199	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:5	field		esp	16S	13.15412521	86.28211975			2000	700	400	100	0.2	2	9.60E+05	2.10E+05	1.70E+05	3.30E+04	9.60E+05	2.10E+05	29.0136064	-135.5412352
200	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:5	field		esp	16S	13.5913763	86.13600922			2000	700	400	100	0.2	2	7.20E+05	1.60E+05	1.70E+05	3.30E+04	7.20E+05	1.60E+05	29.0136064	-135.5412352
201	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:5	field		esp	16S	13.63958836	86.13600922			2000	700	400	100	0.2	2	6.90E+05	1.50E+05	1.70E+05	3.30E+04	6.90E+05	1.50E+05	29.0136064	-135.5412352
202	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:50	field		esp	16S	17.26806831	86.13420105			2000	700	400	100	0.02	2	6.00E+04	1.30E+05	1.40E+05	1.90E+04	6.00E+04	1.30E+05	29.0136064	-135.5412352
203	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:50	field		esp	16S	17.22540855	86.13420105			2000	700	400	100	0.02	2	6.20E+04	1.40E+05	1.40E+05	1.90E+04	6.20E+04	1.40E+05	29.0136064	-135.5412352
204	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC32_A303_archive_bac_Transit_21jun21	Surveyor2021_SFtoHI_SC32 1:50	field		esp	16S	16.91507149	86.13247681			2000	700	400	100	0.02	2	7.60E+04	1.70E+05	1.40E+05	1.90E+04	7.60E+04	1.70E+05	29.0136064	-135.5412352
190	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:5	field		esp	16S	13.60355473	86.13280487			2000	700	400	100	0.2	2	7.10E+05	1.60E+05	1.20E+05	3.20E+04	7.10E+05	1.60E+05	29.2968672	-134.5756928
191	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:5	field		esp	16S	14.13753414	85.98667908			2000	700	400	100	0.2	2	5.00E+05	1.10E+05	1.20E+05	3.20E+04	5.00E+05	1.10E+05	29.2968672	-134.5756928
192	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:5	field		esp	16S	14.34017086	85.98667908			2000	700	400	100	0.2	2	4.30E+05	9.50E+04	1.20E+05	3.20E+04	4.30E+05	9.50E+04	29.2968672	-134.5756928
193	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:50	field		esp	16S	17.78178215	85.98487854			2000	700	400	100	0.02	2	4.20E+04	9.30E+04	9.90E+04	7.80E+03	4.20E+04	9.30E+04	29.2968672	-134.5756928
194	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:50	field		esp	16S	17.73181534	85.98487854			2000	700	400	100	0.02	2	4.40E+04	9.60E+04	9.90E+04	7.80E+03	4.40E+04	9.60E+04	29.2968672	-134.5756928
195	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC33_A238_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC33 1:50	field		esp	16S	17.56211281	86.13247681			2000	700	400	100	0.02	2	4.90E+04	1.10E+05	9.90E+04	7.80E+03	4.90E+04	1.10E+05	29.2968672	-134.5756928
184	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:5	field		esp	16S	13.96562767	86.13280487			2000	700	400	100	0.2	2	5.60E+05	1.20E+05	1.40E+05	1.60E+04	5.60E+05	1.20E+05	29.4982336	-133.8662528
185	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:5	field		esp	16S	13.84407902	86.13600922			2000	700	400	100	0.2	2	6.00E+05	1.30E+05	1.40E+05	1.60E+04	6.00E+05	1.30E+05	29.4982336	-133.8662528
186	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:5	field		esp	16S	13.61965656	85.98667908			2000	700	400	100	0.2	2	7.00E+05	1.50E+05	1.40E+05	1.60E+04	7.00E+05	1.50E+05	29.4982336	-133.8662528
187	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:50	field		esp	16S	17.31669235	86.13420105			2000	700	400	100	0.02	2	5.80E+04	1.30E+05	1.30E+05	3.80E+03	5.80E+04	1.30E+05	29.4982336	-133.8662528
188	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:50	field		esp	16S	17.23970032	85.98487854			2000	700	400	100	0.02	2	6.10E+04	1.30E+05	1.30E+05	3.80E+03	6.10E+04	1.30E+05	29.4982336	-133.8662528
189	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC34_A326_archive_bac_Transit_20jun21	Surveyor2021_SFtoHI_SC34 1:50	field		esp	16S	17.24247932	86.13247681			2000	700	400	100	0.02	2	6.10E+04	1.30E+05	1.30E+05	3.80E+03	6.10E+04	1.30E+05	29.4982336	-133.8662528
178	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	16S	13.81171513	85.98348999			2000	700	400	100	0.2	2	6.20E+05	1.40E+05	1.60E+05	2.10E+04	6.20E+05	1.40E+05	29.6973088	-133.1488384
179	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	16S	13.58604622	85.98667908			2000	700	400	100	0.2	2	7.20E+05	1.60E+05	1.60E+05	2.10E+04	7.20E+05	1.60E+05	29.6973088	-133.1488384
180	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:5	field		esp	16S	13.4093008	85.98667908			2000	700	400	100	0.2	2	8.10E+05	1.80E+05	1.60E+05	2.10E+04	8.10E+05	1.80E+05	29.6973088	-133.1488384
181	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:50	field		esp	16S	17.19721031	85.98487854			2000	700	400	100	0.02	2	6.30E+04	1.40E+05	1.50E+05	1.50E+04	6.30E+04	1.40E+05	29.6973088	-133.1488384
182	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:50	field		esp	16S	16.92122269	85.83555603			2000	700	400	100	0.02	2	7.60E+04	1.70E+05	1.50E+05	1.50E+04	7.60E+04	1.70E+05	29.6973088	-133.1488384
183	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC35_A314_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC35 1:50	field		esp	16S	16.97797966	85.98316956			2000	700	400	100	0.02	2	7.30E+04	1.60E+05	1.50E+05	1.50E+04	7.30E+04	1.60E+05	29.6973088	-133.1488384
172	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	16S	13.74218464	86.13280487			2000	700	400	100	0.2	2	6.50E+05	1.40E+05	1.50E+05	1.20E+04	6.50E+05	1.40E+05	29.9306592	-132.2938624
173	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	16S	13.51793098	86.13600922			2000	700	400	100	0.2	2	7.50E+05	1.60E+05	1.50E+05	1.20E+04	7.50E+05	1.60E+05	29.9306592	-132.2938624
174	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:5	field		esp	16S	13.68209362	85.98667908			2000	700	400	100	0.2	2	6.70E+05	1.50E+05	1.50E+05	1.20E+04	6.70E+05	1.50E+05	29.9306592	-132.2938624
175	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:50	field		esp	16S	17.37946701	85.98487854			2000	700	400	100	0.02	2	5.60E+04	1.20E+05	1.30E+05	1.40E+04	5.60E+04	1.20E+05	29.9306592	-132.2938624
176	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:50	field		esp	16S	17.28289795	85.98487854			2000	700	400	100	0.02	2	5.90E+04	1.30E+05	1.30E+05	1.40E+04	5.90E+04	1.30E+05	29.9306592	-132.2938624
177	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC36_A91_archive_bac_Transit_19jun21	Surveyor2021_SFtoHI_SC36 1:50	field		esp	16S	17.08843803	85.98316956			2000	700	400	100	0.02	2	6.80E+04	1.50E+05	1.30E+05	1.40E+04	6.80E+04	1.50E+05	29.9306592	-132.2938624
169	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:50	field		esp	16S	16.46240044	85.98487854			2000	700	400	100	0.02	2	1.00E+05	2.30E+05	2.10E+05	2.20E+04	1.00E+05	2.30E+05	30.3442176	-131.430848
170	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:50	field		esp	16S	16.7587204	85.83555603			2000	700	400	100	0.02	2	8.50E+04	1.90E+05	2.10E+05	2.20E+04	8.50E+04	1.90E+05	30.3442176	-131.430848
171	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC37_A122_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC37 1:50	field		esp	16S	16.51992226	85.83386993			2000	700	400	100	0.02	2	9.90E+04	2.20E+05	2.10E+05	2.20E+04	9.90E+04	2.20E+05	30.3442176	-131.430848
160	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	16S	12.82238102	86.13280487			2000	700	400	100	0.2	2	1.20E+06	2.60E+05	2.50E+05	1.50E+04	1.20E+06	2.60E+05	30.9051936	-130.5881984
161	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	16S	12.94955254	86.13600922			2000	700	400	100	0.2	2	1.10E+06	2.40E+05	2.50E+05	1.50E+04	1.10E+06	2.40E+05	30.9051936	-130.5881984
162	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:5	field		esp	16S	12.99809265	86.13600922			2000	700	400	100	0.2	2	1.10E+06	2.30E+05	2.50E+05	1.50E+04	1.10E+06	2.30E+05	30.9051936	-130.5881984
163	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:50	field		esp	16S	16.53989792	85.98487854			2000	700	400	100	0.02	2	9.80E+04	2.10E+05	2.40E+05	3.70E+04	9.80E+04	2.10E+05	30.9051936	-130.5881984
164	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:50	field		esp	16S	16.50719261	85.98487854			2000	700	400	100	0.02	2	1.00E+05	2.20E+05	2.40E+05	3.70E+04	1.00E+05	2.20E+05	30.9051936	-130.5881984
165	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC38_A94_archive_bac_Transit_18jun21	Surveyor2021_SFtoHI_SC38 1:50	field		esp	16S	16.13973045	85.98316956			2000	700	400	100	0.02	2	1.30E+05	2.80E+05	2.40E+05	3.70E+04	1.30E+05	2.80E+05	30.9051936	-130.5881984
154	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	16S	13.23937988	86.13280487			2000	700	400	100	0.2	2	9.10E+05	2.00E+05	2.10E+05	2.20E+04	9.10E+05	2.00E+05	31.462336	-129.732928
155	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	16S	13.23532677	85.98667908			2000	700	400	100	0.2	2	9.10E+05	2.00E+05	2.10E+05	2.20E+04	9.10E+05	2.00E+05	31.462336	-129.732928
156	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:5	field		esp	16S	12.97349167	85.98667908			2000	700	400	100	0.2	2	1.10E+06	2.40E+05	2.10E+05	2.20E+04	1.10E+06	2.40E+05	31.462336	-129.732928
157	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:50	field		esp	16S	16.58111382	85.53690338			2000	700	400	100	0.02	2	9.50E+04	2.10E+05	2.20E+05	9.40E+03	9.50E+04	2.10E+05	31.462336	-129.732928
158	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:50	field		esp	16S	16.49911499	85.83555603			2000	700	400	100	0.02	2	1.00E+05	2.20E+05	2.20E+05	9.40E+03	1.00E+05	2.20E+05	31.462336	-129.732928
159	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	Surveyor2021_SFtoHI_SC39_A1_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC39 1:50	field		esp	16S	16.45456505	85.83386993			2000	700	400	100	0.02	2	1.00E+05	2.30E+05	2.20E+05	9.40E+03	1.00E+05	2.30E+05	31.462336	-129.732928
364	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:50	field		esp	16S	16.53744125	85.9859314			2000	700	400	100	0.02	2	9.80E+04	2.10E+05	2.30E+05	1.40E+04	9.80E+04	2.10E+05	21.3672336	-156.1964544
365	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:50	field		esp	16S	16.36709213	85.9859314			2000	700	400	100	0.02	2	1.10E+05	2.40E+05	2.30E+05	1.40E+04	1.10E+05	2.40E+05	21.3672336	-156.1964544
366	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC4_A206_archive_bac_Transit_6jul21	Surveyor2021_SFtoHI_SC4 1:50	field		esp	16S	16.38353157	85.9871521			2000	700	400	100	0.02	2	1.10E+05	2.40E+05	2.30E+05	1.40E+04	1.10E+05	2.40E+05	21.3672336	-156.1964544
151	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:50	field		esp	16S	17.89156532	85.68592834			2000	700	400	100	0.02	2	3.90E+04	8.60E+04	9.00E+04	4.90E+03	3.90E+04	8.60E+04	32.0931584	-128.758464
152	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:50	field		esp	16S	17.84395409	85.8363266			2000	700	400	100	0.02	2	4.10E+04	8.90E+04	9.00E+04	4.90E+03	4.10E+04	8.90E+04	32.0931584	-128.758464
153	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC40_A284_archive_bac_Transit_17jun21	Surveyor2021_SFtoHI_SC40 1:50	field		esp	16S	17.73719788	85.68701172	76.42950439		2000	700	400	100	0.02	2	4.40E+04	9.60E+04	9.00E+04	4.90E+03	4.40E+04	9.60E+04	32.0931584	-128.758464
133	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	16S	14.60297394	85.53689575			2000	700	400	100	0.2	2	3.60E+05	7.90E+04	7.70E+04	3.00E+03	3.60E+05	7.90E+04	32.7449792	-128.0589568
134	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	16S	14.63768768	85.53511047			2000	700	400	100	0.2	2	3.50E+05	7.70E+04	7.70E+04	3.00E+03	3.50E+05	7.70E+04	32.7449792	-128.0589568
135	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:5	field		esp	16S	14.71829128	85.53511047			2000	700	400	100	0.2	2	3.30E+05	7.30E+04	7.70E+04	3.00E+03	3.30E+05	7.30E+04	32.7449792	-128.0589568
136	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:10	field		esp	16S	15.60478783	85.53305054			2000	700	400	100	0.1	2	1.80E+05	8.10E+04	8.50E+04	3.90E+03	1.80E+05	8.10E+04	32.7449792	-128.0589568
137	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:10	field		esp	16S	15.48330784	85.53305054			2000	700	400	100	0.1	2	2.00E+05	8.70E+04	8.50E+04	3.90E+03	2.00E+05	8.70E+04	32.7449792	-128.0589568
138	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:10	field		esp	16S	15.49070454	85.68592834			2000	700	400	100	0.1	2	2.00E+05	8.70E+04	8.50E+04	3.90E+03	2.00E+05	8.70E+04	32.7449792	-128.0589568
139	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:50	field		esp	16S	17.88412666	85.68592834			2000	700	400	100	0.02	2	4.00E+04	8.70E+04	8.00E+04	1.30E+04	4.00E+04	8.70E+04	32.7449792	-128.0589568
140	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:50	field		esp	16S	17.86706734	85.68701172			2000	700	400	100	0.02	2	4.00E+04	8.80E+04	8.00E+04	1.30E+04	4.00E+04	8.80E+04	32.7449792	-128.0589568
141	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC41_A265_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC41 1:50	field		esp	16S	18.31864548	85.8363266			2000	700	400	100	0.02	2	3.00E+04	6.50E+04	8.00E+04	1.30E+04	3.00E+04	6.50E+04	32.7449792	-128.0589568
124	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	16S	14.82064533	85.08894348			2000	700	400	100	0.2	2	3.10E+05	6.80E+04	6.70E+04	2.40E+03	3.10E+05	6.80E+04	33.2682336	-127.14208
125	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	16S	14.90091801	84.93787384			2000	700	400	100	0.2	2	3.00E+05	6.50E+04	6.70E+04	2.40E+03	3.00E+05	6.50E+04	33.2682336	-127.14208
126	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:5	field		esp	16S	14.80167198	84.93787384			2000	700	400	100	0.2	2	3.20E+05	6.90E+04	6.70E+04	2.40E+03	3.20E+05	6.90E+04	33.2682336	-127.14208
127	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:10	field		esp	16S	15.64460945	85.08509064			2000	700	400	100	0.1	2	1.80E+05	7.80E+04	7.70E+04	5.20E+03	1.80E+05	7.80E+04	33.2682336	-127.14208
128	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:10	field		esp	16S	15.78059769	85.08509064			2000	700	400	100	0.1	2	1.60E+05	7.20E+04	7.70E+04	5.20E+03	1.60E+05	7.20E+04	33.2682336	-127.14208
129	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:10	field		esp	16S	15.58342457	85.08868408			2000	700	400	100	0.1	2	1.90E+05	8.20E+04	7.70E+04	5.20E+03	1.90E+05	8.20E+04	33.2682336	-127.14208
130	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:50	field		esp	16S	18.63404846	85.08868408			2000	700	400	100	0.02	2	2.40E+04	5.20E+04	6.10E+04	8.40E+03	2.40E+04	5.20E+04	33.2682336	-127.14208
131	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:50	field		esp	16S	18.2296524	85.23906708			2000	700	400	100	0.02	2	3.10E+04	6.90E+04	6.10E+04	8.40E+03	3.10E+04	6.90E+04	33.2682336	-127.14208
132	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC42_A285_archive_bac_Transit_16jun21	Surveyor2021_SFtoHI_SC42 1:50	field		esp	16S	18.34492111	85.0897522			2000	700	400	100	0.02	2	2.90E+04	6.30E+04	6.10E+04	8.40E+03	2.90E+04	6.30E+04	33.2682336	-127.14208
115	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43 1:5	field		esp	16S	13.80317688	84.9396286			2000	700	400	100	0.2	2	6.20E+05	1.40E+05	1.30E+05	1.60E+04	6.20E+05	1.40E+05	33.9078368	-126.8928512
116	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	Surveyor2021_SFtoHI_SC43_A147_archive_bac_Transit_15jun21	Surveyor2021_SFtoHI_SC43 1:5	field		esp	16S	14.12802029	84.93787384			2000	700	400	100	0.2	2	5.00E+05	1.10E+05	1.30E+05	1.60E+04	5.00E+05	1.10E+05	33.9078368	-126.8928512
