Number	StepOneRunFileName	LongName	PCRSampleName	sampleType	sampleType2	Instrument	Target Name	Ct	Tm1	Tm2	Tm3	VolumeSampled_ml	LysisVolume_ul	PurificationVolume_ul	ElutionVolume_ul	qPCRDilution	qPCRTemplate_ul	UnivStd_cpRXN	UniivStd_cpSeawater	UnivStd_AveCPSW	UnivStd_SDcpSW	LODLOQ_cpRXN	LODLOQ_cpMLSW	LatitudeStart	LongitudeStart
1	20211221_Surveyor2021_SF_positivecontrols_17feb2021_16S-background.eds	NTC	17feb_positivecontrols_NTC	ntc		bench	16S	28.24553299	88.07479095			1	1	1	1	1	2	3.60E+01	1.80E+01	1.90E+01	2.60E+00	 	 		
2	20211221_Surveyor2021_SF_positivecontrols_17feb2021_16S-background.eds	NTC	17feb_positivecontrols_NTC	ntc		bench	16S	28.01600075	87.62680054			1	1	1	1	1	2	4.30E+01	2.10E+01	1.90E+01	2.60E+00	 	 		
3	20211221_Surveyor2021_SF_positivecontrols_17feb2021_16S-background.eds	NTC	17feb_positivecontrols_NTC	ntc		bench	16S	28.42019463	87.92364502	74.48575592		1	1	1	1	1	2	3.20E+01	1.60E+01	1.90E+01	2.60E+00	 	 		
67	20211109_Surveyor2021_SFtoHI_Transit_SC56-SC49_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC56-SC49_NTC	ntc		bench	16S	29.58181381	87.92398071			1	1	1	1	1	2	1.50E+01	7.40E+00	9.90E+00	4.00E+00	 	 		
68	20211109_Surveyor2021_SFtoHI_Transit_SC56-SC49_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC56-SC49_NTC	ntc		bench	16S	28.59001732	87.62533569			1	1	1	1	1	2	2.90E+01	1.40E+01	9.90E+00	4.00E+00	 	 		
69	20211109_Surveyor2021_SFtoHI_Transit_SC56-SC49_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC56-SC49_NTC	ntc		bench	16S	29.50411034	87.47699738			1	1	1	1	1	2	1.60E+01	7.80E+00	9.90E+00	4.00E+00	 	 		
142	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC49-SC40_NTC	ntc		bench	16S	29.44287872	87.47940826			1	1	1	1	1	2	1.60E+01	8.10E+00	1.00E+01	2.60E+00	 	 		
143	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC49-SC40_NTC	ntc		bench	16S	28.74085617	87.62872314			1	1	1	1	1	2	2.60E+01	1.30E+01	1.00E+01	2.60E+00	 	 		
144	20211111_Surveyor2021_SFtoHI_Transit_SC48-SC40_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC49-SC40_NTC	ntc		bench	16S	29.30024147	87.62731934			1	1	1	1	1	2	1.80E+01	9.00E+00	1.00E+01	2.60E+00	 	 		
196	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC39-32_NTC	ntc		bench	16S	29.72591209	87.77590942			1	1	1	1	1	2	1.30E+01	6.70E+00	1.80E+01	9.80E+00	 	 		
197	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC39-32_NTC	ntc		bench	16S	28.01213264	87.62660217			1	1	1	1	1	2	4.30E+01	2.10E+01	1.80E+01	9.80E+00	 	 		
198	20220124_Surveyor2021_SFtoHI_Transit_SC39-SC32_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC39-32_NTC	ntc		bench	16S	27.75503159	87.62597656			1	1	1	1	1	2	5.10E+01	2.50E+01	1.80E+01	9.80E+00	 	 		
268	20220128_Surveyor2021_SFtoHI_Transit_SC31-SC20_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC31-SC20_NTC	ntc		bench	16S	27.04405975	87.92572784	84.64076233		1	1	1	1	1	2	8.20E+01	4.10E+01	3.60E+01	5.90E+00	 	 		
269	20220128_Surveyor2021_SFtoHI_Transit_SC31-SC20_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC31-SC20_NTC	ntc		bench	16S	27.19314384	87.77641296			1	1	1	1	1	2	7.40E+01	3.70E+01	3.60E+01	5.90E+00	 	 		
270	20220128_Surveyor2021_SFtoHI_Transit_SC31-SC20_16S-background.eds	NTC	Surveyor2021_SFtoHI_SC31-SC20_NTC	ntc		bench	16S	27.54010963	87.92373657			1	1	1	1	1	2	5.90E+01	2.90E+01	3.60E+01	5.90E+00	 	 		
373	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	NTC	Syrveyor2021_SFtoHI_SC10-SC2_NTC	ntc		bench	16S	27.46204567	87.77629089			1	1	1	1	1	2	6.20E+01	3.10E+01	3.50E+01	8.70E+00	 	 		
374	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	NTC	Syrveyor2021_SFtoHI_SC10-SC2_NTC	ntc		bench	16S	27.58803558	87.47766113			1	1	1	1	1	2	5.70E+01	2.80E+01	3.50E+01	8.70E+00	 	 		
375	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	NTC	Syrveyor2021_SFtoHI_SC10-SC2_NTC	ntc		bench	16S	26.922966	87.77453613			1	1	1	1	1	2	8.90E+01	4.50E+01	3.50E+01	8.70E+00	 	 		
403	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	NTC	Surveyor2021_negativecontrols_extractionblanks_NTC	ntc		bench	16S	26.83452225	87.47601318			1	1	1	1	1	2	9.40E+01	4.70E+01	3.70E+01	8.40E+00	 	 		
404	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	NTC	Surveyor2021_negativecontrols_extractionblanks_NTC	ntc		bench	16S	27.37694931	87.77462769			1	1	1	1	1	2	6.60E+01	3.30E+01	3.70E+01	8.40E+00	 	 		
405	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	NTC	Surveyor2021_negativecontrols_extractionblanks_NTC	ntc		bench	16S	27.38929558	87.47857666			1	1	1	1	1	2	6.50E+01	3.20E+01	3.70E+01	8.40E+00	 	 		
418	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	NTC	Surveyor2021_04jun2021_positivecontrols_NTC	ntc		bench	16S	27.75012016	87.48036957			1	1	1	1	1	2	5.10E+01	2.50E+01	2.20E+01	3.70E+00	 	 		
419	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	NTC	Surveyor2021_04jun2021_positivecontrols_NTC	ntc		bench	16S	28.2574749	87.48045349			1	1	1	1	1	2	3.60E+01	1.80E+01	2.20E+01	3.70E+00	 	 		
420	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	NTC	Surveyor2021_04jun2021_positivecontrols_NTC	ntc		bench	16S	27.97777557	87.77911377			1	1	1	1	1	2	4.40E+01	2.20E+01	2.20E+01	3.70E+00	 	 		
448	20220307_Surveyor2021_SFtoHI_Standards_16S-background.eds	NTC	20220307_Surveyor2021_SFtoHI_Standards_NTC	ntc		bench	16S	27.3635788	87.77487183													 	 		
449	20220307_Surveyor2021_SFtoHI_Standards_16S-background.eds	NTC	20220307_Surveyor2021_SFtoHI_Standards_NTC	ntc		bench	16S	27.01399994	87.77487183													 	 		
450	20220307_Surveyor2021_SFtoHI_Standards_16S-background.eds	NTC	20220307_Surveyor2021_SFtoHI_Standards_NTC	ntc		bench	16S	27.4237957	87.92669678													 	 		
385	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep1_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench1	negativeBenchControl	negativeBenchControl1	bench	16S	21.22065353	84.49191284			1000	700	400	100	1	2	4.20E+03	3.60E+02	3.60E+02	1.60E+01	4.20E+03	3.60E+02		
386	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep1_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench1	negativeBenchControl	negativeBenchControl1	bench	16S	21.33353043	84.4937439			1000	700	400	100	1	2	3.90E+03	3.40E+02	3.60E+02	1.60E+01	3.90E+03	3.40E+02		
387	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep1_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench1	negativeBenchControl	negativeBenchControl1	bench	16S	21.21341324	84.4937439			1000	700	400	100	1	2	4.20E+03	3.70E+02	3.60E+02	1.60E+01	4.20E+03	3.70E+02		
388	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep2_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench2	negativeBenchControl	negativeBenchControl2	bench	16S	21.0095005	84.64125061			1000	700	400	100	1	2	4.80E+03	4.20E+02	3.70E+02	4.70E+01	4.80E+03	4.20E+02		
389	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep2_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench2	negativeBenchControl	negativeBenchControl2	bench	16S	21.25367165	84.64307404			1000	700	400	100	1	2	4.10E+03	3.60E+02	3.70E+02	4.70E+01	4.10E+03	3.60E+02		
390	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep2_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench2	negativeBenchControl	negativeBenchControl2	bench	16S	21.37464714	84.64307404			1000	700	400	100	1	2	3.80E+03	3.30E+02	3.70E+02	4.70E+01	3.80E+03	3.30E+02		
391	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep3_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench3	negativeBenchControl	negativeBenchControl3	bench	16S	20.82020378	84.64125061			1000	700	400	100	1	2	5.50E+03	4.80E+02	4.60E+02	4.40E+01	5.50E+03	4.80E+02		
392	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep3_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench3	negativeBenchControl	negativeBenchControl3	bench	16S	21.03723717	84.4937439			1000	700	400	100	1	2	4.70E+03	4.10E+02	4.60E+02	4.40E+01	4.70E+03	4.10E+02		
393	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_BenchNegRep3_FlashFrozen_preNegative_05jun21	05jun2021_Surveyor2021_SF-HI_negativebenchconrol_bench3	negativeBenchControl	negativeBenchControl3	bench	16S	20.76549911	84.4937439			1000	700	400	100	1	2	5.70E+03	5.00E+02	4.60E+02	4.40E+01	5.70E+03	5.00E+02		
436	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:50	positiveControl	positiveControlBench1	bench	16S	11.80485725	84.64030457			400	700	400	100	0.02	2	2.40E+06	2.60E+07	2.10E+07	4.70E+06	2.40E+06	2.60E+07	36.80792	-121.824
437	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:50	positiveControl	positiveControlBench1	bench	16S	12.45318317	84.49098969			400	700	400	100	0.02	2	1.50E+06	1.70E+07	2.10E+07	4.70E+06	1.50E+06	1.70E+07	36.80792	-121.824
438	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:50	positiveControl	positiveControlBench1	bench	16S	12.2131424	84.64028168			400	700	400	100	0.02	2	1.80E+06	2.00E+07	2.10E+07	4.70E+06	1.80E+06	2.00E+07	36.80792	-121.824
439	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:5	positiveControl	positiveControlBench1	bench	16S	6.187952995	84.64030457			400	700	400	100	0.2	2	1.10E+08	1.20E+08	1.00E+08	1.10E+07	1.10E+08	1.20E+08	36.80792	-121.824
440	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:5	positiveControl	positiveControlBench1	bench	16S	6.416618824	84.49098969			400	700	400	100	0.2	2	9.10E+07	9.90E+07	1.00E+08	1.10E+07	9.10E+07	9.90E+07	36.80792	-121.824
441	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep1_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench1 1:5	positiveControl	positiveControlBench1	bench	16S	6.489216328	84.64028168			400	700	400	100	0.2	2	8.60E+07	9.40E+07	1.00E+08	1.10E+07	8.60E+07	9.40E+07	36.80792	-121.824
430	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:50	positiveControl	positiveControlBench2	bench	16S	12.58124447	84.64030457			400	700	400	100	0.02	2	1.40E+06	1.50E+07	1.30E+07	2.20E+06	1.40E+06	1.50E+07	36.80792	-121.824
431	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:50	positiveControl	positiveControlBench2	bench	16S	12.90331841	84.64030457			400	700	400	100	0.02	2	1.10E+06	1.20E+07	1.30E+07	2.20E+06	1.10E+06	1.20E+07	36.80792	-121.824
432	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:50	positiveControl	positiveControlBench2	bench	16S	13.07111454	84.64028168			400	700	400	100	0.02	2	1.00E+06	1.10E+07	1.30E+07	2.20E+06	1.00E+06	1.10E+07	36.80792	-121.824
433	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:5	positiveControl	positiveControlBench2	bench	16S	8.366234779	84.64030457			400	700	400	100	0.2	2	2.40E+07	2.70E+07	3.30E+07	7.60E+06	2.40E+07	2.70E+07	36.80792	-121.824
434	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:5	positiveControl	positiveControlBench2	bench	16S	8.147936821	84.49098969			400	700	400	100	0.2	2	2.80E+07	3.10E+07	3.30E+07	7.60E+06	2.80E+07	3.10E+07	36.80792	-121.824
435	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep2_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench2 1:5	positiveControl	positiveControlBench2	bench	16S	7.713251114	84.64028168			400	700	400	100	0.2	2	3.80E+07	4.10E+07	3.30E+07	7.60E+06	3.80E+07	4.10E+07	36.80792	-121.824
409	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:50	positiveControl	positiveControlBench3	bench	16S	13.25800991	84.64030457			400	700	400	100	0.02	2	9.00E+05	9.80E+06	9.20E+06	6.30E+05	9.00E+05	9.80E+06	36.80792	-121.824
410	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:50	positiveControl	positiveControlBench3	bench	16S	13.34345531	84.64030457			400	700	400	100	0.02	2	8.50E+05	9.30E+06	9.20E+06	6.30E+05	8.50E+05	9.30E+06	36.80792	-121.824
411	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:50	positiveControl	positiveControlBench3	bench	16S	13.46023464	84.64028168			400	700	400	100	0.02	2	7.80E+05	8.60E+06	9.20E+06	6.30E+05	7.80E+05	8.60E+06	36.80792	-121.824
421	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:5	positiveControl	positiveControlBench3	bench	16S	11.10889244	84.64030457			400	700	400	100	0.2	2	3.80E+06	4.20E+06	5.40E+06	1.10E+06	3.80E+06	4.20E+06	36.80792	-121.824
422	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:5	positiveControl	positiveControlBench3	bench	16S	10.49418736	84.64030457			400	700	400	100	0.2	2	5.80E+06	6.30E+06	5.40E+06	1.10E+06	5.80E+06	6.30E+06	36.80792	-121.824
423	20220112_Surveyor2021_SFtoHI_positivecontrols_04jun2021_16S-background-flipped.eds	Surveyor2021_SFtoHI_BenchPosRep3_FlashFrozen_prePositive_04jun21	04jun2021_positivebenchcontrol_bench3 1:5	positiveControl	positiveControlBench3	bench	16S	10.6731348	84.64028168			400	700	400	100	0.2	2	5.10E+06	5.60E+06	5.40E+06	1.10E+06	5.10E+06	5.60E+06	36.80792	-121.824
394	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_SC1_A205_archive_bac_postNegative_20jul21	20jul2021_Surveyor2021_SF-HI_negativekoaconrol_SC1	negativeControl	negativeControlend	esp	16S	19.25884438	86.28391266			500	700	400	100	1	2	1.60E+04	2.70E+03	2.70E+03	1.90E+02	1.60E+04	2.70E+03		
395	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_SC1_A205_archive_bac_postNegative_20jul21	20jul2021_Surveyor2021_SF-HI_negativekoaconrol_SC1	negativeControl	negativeControlend	esp	16S	19.40752983	86.28568268			500	700	400	100	1	2	1.40E+04	2.50E+03	2.70E+03	1.90E+02	1.40E+04	2.50E+03		
396	20210131_Surveyor2021_SF_SFtoHI_negativecontrols_extractionblanks_16S-background.eds	Surveyor2021_SFtoHI_SC1_A205_archive_bac_postNegative_20jul21	20jul2021_Surveyor2021_SF-HI_negativekoaconrol_SC1	negativeControl	negativeControlend	esp	16S	19.2066021	86.28568268			500	700	400	100	1	2	1.60E+04	2.80E+03	2.70E+03	1.90E+02	1.60E+04	2.80E+03		
334	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC10_A112_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC10 1:50	field		esp	16S	16.60827827	85.9859314			2000	700	400	100	0.02	2	9.40E+04	2.00E+05	1.90E+05	1.60E+04	9.40E+04	2.00E+05	23.549616	-151.4400384
335	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC10_A112_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC10 1:50	field		esp	16S	16.84996986	85.9859314			2000	700	400	100	0.02	2	8.00E+04	1.70E+05	1.90E+05	1.60E+04	8.00E+04	1.70E+05	23.549616	-151.4400384
336	20220127_Surveyor2021_SFtoHI_Transit_SC10-SC2_16S-background.eds	Surveyor2021_SFtoHI_SC10_A112_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC10 1:50	field		esp	16S	16.68332863	85.9871521			2000	700	400	100	0.02	2	8.90E+04	1.90E+05	1.90E+05	1.60E+04	8.90E+04	1.90E+05	23.549616	-151.4400384
328	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC11_A181_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC11 1:50	field		esp	16S	17.45090675	86.13348389			2000	700	400	100	0.02	2	5.30E+04	1.20E+05	1.30E+05	2.20E+04	5.30E+04	1.20E+05	23.886472	-150.5543808
329	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC11_A181_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC11 1:50	field		esp	16S	17.3053627	86.13348389			2000	700	400	100	0.02	2	5.80E+04	1.30E+05	1.30E+05	2.20E+04	5.80E+04	1.30E+05	23.886472	-150.5543808
330	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC11_A181_archive_bac_Transit_1jul21	Surveyor2021_SFtoHI_SC11 1:50	field		esp	16S	16.98260498	86.28072357			2000	700	400	100	0.02	2	7.30E+04	1.60E+05	1.30E+05	2.20E+04	7.30E+04	1.60E+05	23.886472	-150.5543808
319	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC12_A319_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC12 1:50	field		esp	16S	17.36386299	86.13348389			2000	700	400	100	0.02	2	5.60E+04	1.20E+05	1.20E+05	5.60E+03	5.60E+04	1.20E+05	24.1719184	-149.669184
320	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC12_A319_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC12 1:50	field		esp	16S	17.48314285	85.98414612			2000	700	400	100	0.02	2	5.20E+04	1.10E+05	1.20E+05	5.60E+03	5.20E+04	1.10E+05	24.1719184	-149.669184
321	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC12_A319_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC12 1:50	field		esp	16S	17.35944748	86.13142395			2000	700	400	100	0.02	2	5.60E+04	1.20E+05	1.20E+05	5.60E+03	5.60E+04	1.20E+05	24.1719184	-149.669184
310	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:5	field		esp	16S	13.88352489	86.13453674			2000	700	400	100	0.2	2	5.90E+05	1.30E+05	1.40E+05	1.80E+04	5.90E+05	1.30E+05	24.4248848	-148.859776
311	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:5	field		esp	16S	13.86413193	85.98571777			2000	700	400	100	0.2	2	6.00E+05	1.30E+05	1.40E+05	1.80E+04	6.00E+05	1.30E+05	24.4248848	-148.859776
312	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:5	field		esp	16S	13.55726337	85.98571777			2000	700	400	100	0.2	2	7.30E+05	1.60E+05	1.40E+05	1.80E+04	7.30E+05	1.60E+05	24.4248848	-148.859776
313	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:50	field		esp	16S	17.29696465	85.98414612			2000	700	400	100	0.02	2	5.90E+04	1.30E+05	1.40E+05	1.30E+04	5.90E+04	1.30E+05	24.4248848	-148.859776
314	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:50	field		esp	16S	17.03100204	85.98414612			2000	700	400	100	0.02	2	7.00E+04	1.50E+05	1.40E+05	1.30E+04	7.00E+04	1.50E+05	24.4248848	-148.859776
315	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC13_A271_archive_bac_Transit_30jun21	Surveyor2021_SFtoHI_SC13 1:50	field		esp	16S	17.18362236	85.98213196			2000	700	400	100	0.02	2	6.30E+04	1.40E+05	1.40E+05	1.30E+04	6.30E+04	1.40E+05	24.4248848	-148.859776
307	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC15_A51_archive_bac_Transit_29jun21	Surveyor2021_SFtoHI_SC15 1:50	field		esp	16S	16.4979248	85.98414612			2000	700	400	100	0.02	2	1.00E+05	2.20E+05	2.60E+05	4.10E+04	1.00E+05	2.20E+05	24.562312	-148.4449024
308	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC15_A51_archive_bac_Transit_29jun21	Surveyor2021_SFtoHI_SC15 1:50	field		esp	16S	16.03578949	85.98414612			2000	700	400	100	0.02	2	1.40E+05	3.00E+05	2.60E+05	4.10E+04	1.40E+05	3.00E+05	24.562312	-148.4449024
309	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC15_A51_archive_bac_Transit_29jun21	Surveyor2021_SFtoHI_SC15 1:50	field		esp	16S	16.29330254	85.98213196			2000	700	400	100	0.02	2	1.20E+05	2.50E+05	2.60E+05	4.10E+04	1.20E+05	2.50E+05	24.562312	-148.4449024
298	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC16_A178_archive_bac_Transit_29jun21	Surveyor2021_SFtoHI_SC16 1:5	field		esp	16S	14.55828953	86.13453674			2000	700	400	100	0.2	2	3.70E+05	8.20E+04	9.30E+04	1.10E+04	3.70E+05	8.20E+04	24.8448912	-147.50304
299	20220126_Surveyor2021_SFtoHI_Transit_SC19-SC11_16S-background.eds	Surveyor2021_SFtoHI_SC16_A178_archive_bac_Transit_29jun21	Surveyor2021_SFtoHI_SC16 1:5	field		esp	16S	14.30537605	85.98571777			2000	700	400	100	0.2	2	4.40E+05	9.70E+04	9.30E+04	1.10E+04	4.40E+05	9.70E+04	24.8448912	-147.50304
